date,developer,commits,bugs,total_commits,total_bugs,hr
201110,mduft,3,,431,63,developer
201111,mduft,4,1,435,64,developer
201206,mduft,,1,435,65,developer
201306,mduft,,1,435,66,developer
201401,mduft,,1,435,67,developer
200804,weaver,,,0,0,developer
200805,weaver,28,4,28,4,developer
200806,weaver,16,4,44,8,developer
200808,weaver,5,,49,8,developer
200809,weaver,21,1,70,9,developer
200810,weaver,8,2,78,11,developer
200812,weaver,16,1,94,12,developer
200901,weaver,53,5,147,17,developer
200902,weaver,64,3,211,20,developer
200903,weaver,130,3,341,23,developer
200904,weaver,101,5,442,28,developer
200905,weaver,48,3,490,31,developer
200906,weaver,44,4,534,35,developer
200907,weaver,89,4,623,39,developer
200908,weaver,64,2,687,41,developer
200909,weaver,101,5,788,46,developer
200910,weaver,86,8,874,54,developer
200911,weaver,88,,962,54,developer
200912,weaver,37,3,999,57,developer
201001,weaver,129,2,1128,59,developer
201002,weaver,56,3,1184,62,developer
201003,weaver,47,7,1231,69,developer
201004,weaver,10,,1241,69,developer
201005,weaver,75,1,1316,70,developer
201006,weaver,21,1,1337,71,developer
201007,weaver,16,,1353,71,developer
201009,weaver,36,,1389,71,developer
201010,weaver,22,3,1411,74,developer
201011,weaver,11,,1422,74,developer
201012,weaver,4,,1426,74,developer
201101,weaver,14,6,1440,80,developer
201102,weaver,44,3,1484,83,developer
201103,weaver,4,1,1488,84,developer
201104,weaver,14,,1502,84,developer
201105,weaver,12,,1514,84,developer
201106,weaver,5,,1519,84,developer
201107,weaver,31,,1550,84,developer
201108,weaver,8,2,1558,86,developer
201109,weaver,40,2,1598,88,developer
201110,weaver,27,,1625,88,developer
201111,weaver,7,,1632,88,developer
201112,weaver,27,4,1659,92,developer
201201,weaver,36,2,1695,94,developer
201202,weaver,44,2,1739,96,developer
201204,weaver,14,1,1753,97,developer
201205,weaver,13,,1766,97,developer
201209,weaver,5,,1771,97,developer
201210,weaver,6,,1777,97,developer
201301,weaver,3,1,1780,98,developer
201302,weaver,3,,1783,98,developer
200604,grozin,,1,0,1,recruit
200710,grozin,,1,0,2,recruit
200805,grozin,56,6,56,8,developer
200806,grozin,3,,59,8,developer
200807,grozin,18,2,77,10,developer
200808,grozin,24,3,101,13,developer
200809,grozin,6,2,107,15,developer
200810,grozin,40,6,147,21,developer
200811,grozin,55,3,202,24,developer
200812,grozin,76,2,278,26,developer
200901,grozin,47,1,325,27,developer
200902,grozin,49,,374,27,developer
200903,grozin,28,5,402,32,developer
200904,grozin,76,4,478,36,developer
200905,grozin,19,3,497,39,developer
200906,grozin,74,5,571,44,developer
200907,grozin,63,3,634,47,developer
200908,grozin,46,3,680,50,developer
200909,grozin,30,4,710,54,developer
200910,grozin,32,,742,54,developer
200911,grozin,12,,754,54,developer
200912,grozin,60,5,814,59,developer
201001,grozin,53,4,867,63,developer
201002,grozin,55,4,922,67,developer
201003,grozin,41,3,963,70,developer
201004,grozin,46,2,1009,72,developer
201005,grozin,21,,1030,72,developer
201006,grozin,47,3,1077,75,developer
201007,grozin,43,1,1120,76,developer
201008,grozin,43,1,1163,77,developer
201009,grozin,40,3,1203,80,developer
201010,grozin,46,2,1249,82,developer
201011,grozin,46,3,1295,85,developer
201012,grozin,44,4,1339,89,developer
201101,grozin,46,1,1385,90,developer
201102,grozin,17,,1402,90,developer
201103,grozin,45,3,1447,93,developer
201104,grozin,26,1,1473,94,developer
201105,grozin,23,6,1496,100,developer
201106,grozin,61,4,1557,104,developer
201107,grozin,16,1,1573,105,developer
201108,grozin,42,3,1615,108,developer
201109,grozin,35,3,1650,111,developer
201110,grozin,15,1,1665,112,developer
201111,grozin,31,2,1696,114,developer
201112,grozin,32,1,1728,115,developer
201201,grozin,28,1,1756,116,developer
201202,grozin,33,2,1789,118,developer
201203,grozin,35,1,1824,119,developer
201204,grozin,46,4,1870,123,developer
201205,grozin,15,1,1885,124,developer
201206,grozin,35,1,1920,125,developer
201208,grozin,49,4,1969,129,developer
201209,grozin,66,1,2035,130,developer
201210,grozin,23,,2058,130,developer
201211,grozin,29,3,2087,133,developer
201212,grozin,38,4,2125,137,developer
201301,grozin,19,4,2144,141,developer
201302,grozin,9,4,2153,145,developer
201303,grozin,64,4,2217,149,developer
201304,grozin,81,3,2298,152,developer
201305,grozin,71,7,2369,159,developer
201306,grozin,20,,2389,159,developer
201307,grozin,23,4,2412,163,developer
201308,grozin,40,2,2452,165,developer
201309,grozin,18,3,2470,168,developer
201310,grozin,24,7,2494,175,developer
201311,grozin,13,2,2507,177,developer
201312,grozin,11,1,2518,178,developer
201401,grozin,32,4,2550,182,developer
201402,grozin,27,1,2577,183,developer
201403,grozin,43,,2620,183,developer
201404,grozin,10,,2630,183,developer
200805,mueli,9,1,9,1,developer
200806,mueli,13,,22,1,developer
200807,mueli,35,,57,1,developer
200808,mueli,12,2,69,3,developer
200809,mueli,7,4,76,7,developer
200810,mueli,18,1,94,8,developer
200901,mueli,6,1,100,9,developer
200902,mueli,12,1,112,10,developer
200903,mueli,12,,124,10,developer
200904,mueli,5,1,129,11,developer
200906,mueli,4,1,133,12,developer
200907,mueli,8,1,141,13,developer
200908,mueli,17,4,158,17,developer
201001,mueli,29,4,187,21,developer
201003,mueli,1,,188,21,developer
201007,mueli,,,188,21,retired
200710,darkside,,1,0,1,recruit
200711,darkside,,1,0,2,recruit
200804,darkside,,1,0,3,recruit
200805,darkside,36,53,36,56,developer
200806,darkside,295,104,331,160,developer
200807,darkside,104,41,435,201,developer
200808,darkside,78,24,513,225,developer
200809,darkside,256,59,769,284,developer
200810,darkside,219,65,988,349,developer
200811,darkside,295,66,1283,415,developer
200812,darkside,467,103,1750,518,developer
200901,darkside,248,59,1998,577,developer
200902,darkside,330,99,2328,676,developer
200903,darkside,292,65,2620,741,developer
200904,darkside,338,83,2958,824,developer
200905,darkside,298,74,3256,898,developer
200906,darkside,214,36,3470,934,developer
200907,darkside,318,52,3788,986,developer
200908,darkside,525,56,4313,1042,developer
200909,darkside,272,71,4585,1113,developer
200910,darkside,322,82,4907,1195,developer
200911,darkside,86,14,4993,1209,developer
200912,darkside,156,54,5149,1263,developer
201001,darkside,129,55,5278,1318,developer
201002,darkside,95,33,5373,1351,developer
201003,darkside,266,41,5639,1392,developer
201004,darkside,160,49,5799,1441,developer
201005,darkside,181,51,5980,1492,developer
201006,darkside,150,48,6130,1540,developer
201007,darkside,218,64,6348,1604,developer
201008,darkside,136,35,6484,1639,developer
201009,darkside,94,27,6578,1666,developer
201010,darkside,127,39,6705,1705,developer
201011,darkside,61,26,6766,1731,developer
201012,darkside,60,41,6826,1772,developer
201101,darkside,118,24,6944,1796,developer
201102,darkside,91,43,7035,1839,developer
201103,darkside,136,19,7171,1858,developer
201104,darkside,76,19,7247,1877,developer
201105,darkside,40,19,7287,1896,developer
201106,darkside,7,8,7294,1904,developer
201107,darkside,34,21,7328,1925,developer
201108,darkside,99,19,7427,1944,developer
201109,darkside,52,20,7479,1964,developer
201110,darkside,36,22,7515,1986,developer
201111,darkside,50,44,7565,2030,developer
201112,darkside,50,13,7615,2043,developer
201201,darkside,94,32,7709,2075,developer
201202,darkside,47,19,7756,2094,developer
201203,darkside,105,27,7861,2121,developer
201204,darkside,60,17,7921,2138,developer
201205,darkside,84,23,8005,2161,developer
201206,darkside,43,66,8048,2227,developer
201207,darkside,48,14,8096,2241,developer
201208,darkside,63,29,8159,2270,developer
201209,darkside,52,5,8211,2275,developer
201211,darkside,6,1,8217,2276,developer
201212,darkside,10,2,8227,2278,developer
201301,darkside,3,1,8230,2279,developer
201303,darkside,,2,8230,2281,developer
201306,darkside,,1,8230,2282,developer
201307,darkside,,1,8230,2283,developer
201308,darkside,,1,8230,2284,developer
201312,darkside,,1,8230,2285,developer
201401,darkside,,2,8230,2287,developer
201402,darkside,3,2,8233,2289,developer
201403,darkside,,1,8233,2290,developer
200606,serkan,,1,0,1,recruit
200805,serkan,18,3,18,4,developer
200806,serkan,78,13,96,17,developer
200807,serkan,138,21,234,38,developer
200808,serkan,4,1,238,39,developer
200809,serkan,44,9,282,48,developer
200810,serkan,117,17,399,65,developer
200811,serkan,80,17,479,82,developer
200812,serkan,46,15,525,97,developer
200901,serkan,48,13,573,110,developer
200902,serkan,76,29,649,139,developer
200903,serkan,79,13,728,152,developer
200904,serkan,32,16,760,168,developer
200905,serkan,77,17,837,185,developer
200906,serkan,21,14,858,199,developer
200907,serkan,16,4,874,203,developer
200909,serkan,,1,874,204,developer
200912,serkan,,1,874,205,developer
201001,serkan,,1,874,206,developer
201002,serkan,23,5,897,211,developer
201003,serkan,114,2,1011,213,developer
201004,serkan,25,6,1036,219,developer
201005,serkan,3,2,1039,221,developer
201006,serkan,3,1,1042,222,developer
201007,serkan,20,1,1062,223,developer
201008,serkan,7,1,1069,224,developer
201009,serkan,7,1,1076,225,developer
201010,serkan,9,6,1085,231,developer
201011,serkan,6,2,1091,233,developer
201101,serkan,4,4,1095,237,developer
201102,serkan,54,4,1149,241,developer
201103,serkan,47,19,1196,260,developer
201104,serkan,1,9,1197,269,developer
201105,serkan,6,6,1203,275,developer
201106,serkan,8,3,1211,278,developer
201107,serkan,3,2,1214,280,developer
201108,serkan,3,5,1217,285,developer
201109,serkan,58,12,1275,297,developer
201110,serkan,2,3,1277,300,developer
201111,serkan,,2,1277,302,developer
201202,serkan,14,2,1291,304,developer
201203,serkan,3,,1294,304,developer
201205,serkan,,1,1294,305,developer
201206,serkan,4,,1298,305,developer
201208,serkan,3,,1301,305,developer
201211,serkan,6,1,1307,306,developer
200804,loki_val,,3,0,3,recruit
200805,loki_val,92,12,92,15,developer
200806,loki_val,571,103,663,118,developer
200807,loki_val,294,76,957,194,developer
200808,loki_val,95,17,1052,211,developer
200809,loki_val,495,37,1547,248,developer
200810,loki_val,200,51,1747,299,developer
200811,loki_val,610,75,2357,374,developer
200812,loki_val,430,76,2787,450,developer
200901,loki_val,750,73,3537,523,developer
200902,loki_val,267,96,3804,619,developer
200903,loki_val,655,88,4459,707,developer
200904,loki_val,419,70,4878,777,developer
200905,loki_val,599,82,5477,859,developer
200906,loki_val,338,12,5815,871,developer
200907,loki_val,,4,5815,875,developer
200908,loki_val,132,9,5947,884,developer
200909,loki_val,151,22,6098,906,developer
200910,loki_val,100,27,6198,933,developer
200911,loki_val,,2,6198,935,developer
200912,loki_val,,1,6198,936,developer
201002,loki_val,,1,6198,937,developer
201003,loki_val,3,,6201,937,developer
201005,loki_val,,1,6201,938,developer
201006,loki_val,,1,6201,939,developer
201008,loki_val,,2,6201,941,developer
201009,loki_val,,1,6201,942,developer
201010,loki_val,5,,6206,942,developer
201011,loki_val,18,,6224,942,developer
201101,loki_val,,1,6224,943,developer
201103,loki_val,,1,6224,944,developer
201105,loki_val,1,,6225,944,developer
201206,loki_val,,1,6225,945,developer
201302,loki_val,,,6225,945,retired
201308,loki_val,,1,6225,946,retired
201402,loki_val,,1,6225,947,retired
200805,pchrist,13,,13,0,developer
200806,pchrist,29,5,42,5,developer
200807,pchrist,105,2,147,7,developer
200808,pchrist,48,17,195,24,developer
200809,pchrist,3,2,198,26,developer
200810,pchrist,6,2,204,28,developer
200811,pchrist,42,7,246,35,developer
200812,pchrist,6,32,252,67,developer
200901,pchrist,,1,252,68,developer
200905,pchrist,,1,252,69,developer
200911,pchrist,,1,252,70,developer
201002,pchrist,,1,252,71,developer
201003,pchrist,28,10,280,81,developer
201004,pchrist,23,19,303,100,developer
201005,pchrist,,11,303,111,developer
201006,pchrist,29,4,332,115,developer
201007,pchrist,25,,357,115,developer
201008,pchrist,,1,357,116,developer
201009,pchrist,8,2,365,118,developer
201010,pchrist,,1,365,119,developer
201011,pchrist,1028,8,1393,127,developer
201012,pchrist,7,69,1400,196,developer
201101,pchrist,,9,1400,205,developer
201102,pchrist,10,2,1410,207,developer
201103,pchrist,2,2,1412,209,developer
201104,pchrist,16,4,1428,213,developer
201105,pchrist,4,1,1432,214,developer
201106,pchrist,,2,1432,216,developer
201107,pchrist,3,2,1435,218,developer
201108,pchrist,,2,1435,220,developer
201109,pchrist,,1,1435,221,developer
201201,pchrist,3,,1438,221,developer
201205,pchrist,,1,1438,222,developer
201207,pchrist,,1,1438,223,developer
201211,pchrist,,1,1438,224,developer
201212,pchrist,9,2,1447,226,developer
201301,pchrist,7,1,1454,227,developer
201302,pchrist,6,,1460,227,developer
201304,pchrist,22,3,1482,230,developer
201305,pchrist,,1,1482,231,developer
201310,pchrist,21,1,1503,232,developer
201312,pchrist,4,2,1507,234,developer
201401,pchrist,,2,1507,236,developer
201402,pchrist,,1,1507,237,developer
200708,mjf,,2,0,2,recruit
200806,mjf,,,0,2,developer
200903,mjf,,,0,2,retired
200610,bluebird,,1,0,1,recruit
200702,bluebird,,1,0,2,recruit
200802,bluebird,,1,0,3,recruit
200805,bluebird,,1,0,4,recruit
200806,bluebird,231,10,231,14,developer
200807,bluebird,136,3,367,17,developer
200808,bluebird,235,10,602,27,developer
200809,bluebird,117,6,719,33,developer
200810,bluebird,140,4,859,37,developer
200811,bluebird,55,5,914,42,developer
200812,bluebird,335,9,1249,51,developer
200901,bluebird,91,3,1340,54,developer
200903,bluebird,31,2,1371,56,developer
200904,bluebird,801,8,2172,64,developer
200907,bluebird,4,1,2176,65,developer
201007,bluebird,,,2176,65,retired
200705,tanderson,,1,0,1,recruit
200709,tanderson,,1,0,2,recruit
200803,tanderson,,2,0,4,recruit
200806,tanderson,,23,0,27,developer
200807,tanderson,,10,0,37,developer
200808,tanderson,,11,0,48,developer
200809,tanderson,,10,0,58,developer
200810,tanderson,,13,0,71,developer
200811,tanderson,,4,0,75,developer
200812,tanderson,,12,0,87,developer
200901,tanderson,,4,0,91,developer
200902,tanderson,,4,0,95,developer
200903,tanderson,,5,0,100,developer
200904,tanderson,,6,0,106,developer
200905,tanderson,,10,0,116,developer
200906,tanderson,,4,0,120,developer
200908,tanderson,47,5,47,125,developer
200909,tanderson,33,2,80,127,developer
200910,tanderson,18,1,98,128,developer
200911,tanderson,6,,104,128,developer
200912,tanderson,3,,107,128,developer
201001,tanderson,4,1,111,129,developer
201003,tanderson,12,2,123,131,developer
201004,tanderson,12,2,135,133,developer
201005,tanderson,,1,135,134,developer
201006,tanderson,10,,145,134,developer
201007,tanderson,15,3,160,137,developer
201204,tanderson,,1,160,138,developer
201210,tanderson,,1,160,139,developer
201302,tanderson,,,160,139,retired
201311,tanderson,,1,160,140,retired
200606,b33fc0d3,,3,0,3,recruit
200607,b33fc0d3,,1,0,4,recruit
200803,b33fc0d3,,,0,4,developer
200809,b33fc0d3,12,,12,4,developer
200901,b33fc0d3,58,,70,4,developer
200907,b33fc0d3,5,2,75,6,developer
200911,b33fc0d3,,1,75,7,developer
201006,b33fc0d3,1,,76,7,developer
201011,b33fc0d3,,,76,7,retired
